"unigram","bigram","trigram","quadgram","freq"
"twoyear","million","contract","extension",17
"u","i","should","have",17
"u","know","clap","yur",17
"u","today","we","were",17
"up","if","you","ask",17
"use","a","small","amount",17
"used","this","increases","the",17
"very","efficient","but","its",17
"very","welcome","rt","love",17
"w","u","today","we",17
"wait","to","see","it",17
"was","a","million","years",17
"was","so","excited","to",17
"was","suppose","to","start",17
"watching","the","game","w",17
"water","then","they","convert",17
"we","are","both","libras",17
"we","could","not","look",17
"we","know","its","snowing",17
"we","were","so","into",17
"welcome","rt","love","s",17
"welcomes","our","new","intern",17
"well","get","one","next",17
"were","so","into","it",17
"what","are","you","trying",17
"what","this","means","it",17
"whatever","i","have","nothing",17
"whats","the","last","name",17
"when","people","prove","me",17
"wife","i","are","i",17
"wild","sign","defenseman","clayton",17
"will","miss","gourmet","magazineits",17
"will","see","the","prog",17
"with","a","new","mattress",17
"with","all","the","drama",17
"with","some","fantastic","speakers",17
"with","the","blessing","of",17
"with","the","earth","dan",17
"with","your","new","show",17
"without","music","life","would",17
"women","play","at","pm",17
"work","puts","people","in",17
"would","be","a","mistake",17
"wre","offline","this","night",17
"yeah","u","i","should",17
"year","i","never","sought",17
"years","ago","orwell","year",17
"yes","we","know","its",17
"yesterday","we","could","not",17
"yet","im","still","on",17
"you","ask","me","with",17
"you","babe","and","cant",17
"you","dont","have","to",17
"you","dont","need","to",17
"you","had","to","change",17
"you","of","thinking","its",17
"your","new","show","ruth",17
"your","single","n","u",17
"youre","very","welcome","rt",17
"a","cow","bell","at",16
"a","dab","picture","comes",16
"a","day","in","the",16
"a","deal","tweet","us",16
"a","good","idea","to",16
"a","great","time","w",16
"a","little","think","or",16
"a","lot","about","the",16
"about","doing","something","together",16
"account","doesnt","allow","me",16
"account","okay","cause","my",16
"age","of","both","the",16
"air","horns","some","whistles",16
"air","with","laura","ingram",16
"aldo","fo","zippy","by",16
"all","the","helping","hands",16
"all","the","mistakes","being",16
"allow","me","to","follow",16
"amount","of","impact","u",16
"an","asshole","than","writing",16
"and","coral","kaffe","fassett",16
"and","even","a","cow",16
"and","i","dont","know",16
"and","if","it","is",16
"and","small","yardage","approximately",16
"and","smaller","kona","orange",16
"and","the","spurs","roster",16
"and","thenlater","in","the",16
"and","tidbits","by","piece",16
"and","to","see","et",16
"and","ur","ability","bless",16
"and","various","wonderful","orange",16
"and","work","on","changing",16
"anna","maria","horner","for",16
"any","local","beer","distbrewery",16
"any","mint","julep","recipes",16
"anyone","help","rt","any",16
"approximately","fq","size","and",16
"are","great","until","you",16
"are","slumber","and","respite",16
"as","long","as","we",16
"asparagus","makes","your","pee",16
"ass","if","i","dont",16
"asshole","than","writing","bios",16
"at","bellagio","wish","me",16
"austin","mahone","a","fool",16
"average","age","of","both",16
"aviary","by","joel","dewberry",16
"aww","i","love","that",16
"back","by","popular","demand",16
"back","in","the","house",16
"bacon","cooks","differently","at",16
"baileys","talking","but","bacon",16
"bandana","by","pillow","maxfield",16
"basketball","to","know","it",16
"bazaar","by","patty","young",16
"be","a","good","idea",16
"be","ashamed","of","odonnell",16
"been","errors","hardcoded","in",16
"beer","distbrewery","looking","to",16
"beer","garden","please","contact",16
"being","blamed","on","the",16
"believe","that","there","is",16
"bell","at","ndsu","graduation",16
"bella","jewelrys","days","of",16
"bellagio","wish","me","luck",16
"benartex","taza","by","dena",16
"best","deal","of","the",16
"blamed","on","the","draftees",16
"blessed","to","have","all",16
"block","take","hold","dammit",16
"bloomington","with","and","to",16
"both","the","clippers","roster",16
"bottle","rockets","so","far",16
"bout","to","catch","these",16
"brights","kona","solids","in",16
"broncos","would","be","sick",16
"brought","some","bottle","rockets",16
"bus","and","coral","kaffe",16
"but","bacon","cooks","differently",16
"but","didnt","she","start",16
"but","fizzy","water","gives",16
"by","anna","maria","horner",16
"by","deb","strain","for",16
"by","dena","for","free",16
"by","ellen","crimitrent","for",16
"by","jane","sassaman","for",16
"by","jenn","skililla","rogers",16
"by","joel","dewberry","for",16
"by","kate","spain","for",16
"by","michael","damore","for",16
"by","moda","grad","bazaar",16
"by","monaluna","for","robert",16
"by","mummysan","for","robert",16
"by","patty","young","for",16
"by","piece","o","cake",16
"by","pillow","maxfield","for",16
"by","popular","demand","ciao",16
"by","robert","kaufman","fresh",16
"by","sanae","for","moda",16
"by","the","amount","of",16
"c","our","beer","garden",16
"cab","on","twitter","a",16
"cake","designs","for","robert",16
"called","austin","mahone","a",16
"can","anyone","help","rt",16
"can","finally","see","what",16
"cash","games","at","bellagio",16
"catch","these","drunk","zs",16
"cats","may","work","together",16
"cause","my","other","account",16
"challenge","charm","pack","in",16
"change","others","and","work",16
"changes","for","the","better",16
"changing","yourself","your","world",16
"charm","pack","in","brights",16
"check","out","the","daily",16
"chillen","the","genever","class",16
"christmas","sale","starts","this",16
"ciao","bella","jewelrys","days",16
"circles","by","robert","kaufman",16
"class","having","a","great",16
"clippers","roster","and","the",16
"clothworks","half","moon","by",16
"come","see","you","may",16
"cooks","differently","at","nite",16
"coons","vs","odonnellppl","from",16
"coral","kaffe","fassett","rowan",16
"could","come","see","you",16
"cow","bell","at","ndsu",16
"crack","if","you","dont",16
"crap","with","kim","saying",16
"crimitrent","for","clothworks","half",16
"crush","maybe","by","anna",16
"dab","picture","comes","up",16
"daily","gift","at","wholesale",16
"dammit","im","going","to",16
"damore","for","benartex","taza",16
"dance","oz","by","sanae",16
"day","in","the","life",16
"days","of","christmas","sale",16
"deal","of","the","year",16
"deal","tweet","us","names",16
"dealing","with","old","issues",16
"deb","strain","for","moda",16
"delaware","should","be","ashamed",16
"demand","ciao","bella","jewelrys",16
"dena","for","free","spirit",16
"deserves","a","deal","tweet",16
"design","inc","terrain","by",16
"designs","for","robert","kaufman",16
"dewberry","for","free","spirit",16
"didnt","she","start","crap",16
"distbrewery","looking","to","help",16
"divas","by","jane","sassaman",16
"do","i","have","a",16
"do","you","have","any",16
"doesnt","allow","me","to",16
"doing","something","together","with",16
"dont","finish","this","chapter",16
"dont","have","to","play",16
"dont","know","someone","u",16
"dont","say","stuff","like",16
"dont","want","to","p",16
"draftees","have","been","errors",16
"eandl","design","inc","terrain",16
"ellen","crimitrent","for","clothworks",16
"else","is","posting","about",16
"else","will","live","ur",16
"errors","hardcoded","in","the",16
"et","al","road","trip",16
"even","a","cow","bell",16
"even","i","know","this",16
"even","so","i","love",16
"everyone","else","is","posting",16
"everything","off","my","list",16
"falling","in","love","with",16
"family","solids","little","pieces",16
"far","multiple","air","horns",16
"fassett","rowan","line","dance",16
"fear","my","cats","may",16
"feel","like","more","of",16
"finally","see","what","everyone",16
"find","that","all","the",16
"finish","this","chapter","tonight",16
"fizzy","water","gives","me",16
"flickr","i","like","orange",16
"floralicious","by","michael","damore",16
"flowers","by","deb","strain",16
"fo","zippy","by","jenn",16
"follow","other","ppl","hahah",16
"following","i","would","love",16
"fool","wonders","the","wise",16
"fool","you","know","it",16
"for","benartex","taza","by",16
"for","clothworks","half","moon",16
"for","eandl","design","inc",16
"for","following","i","would",16
"for","free","spirit","a",16
"for","free","spirit","innocent",16
"for","free","spirit","treasures",16
"for","free","spirit","woodland",16
"for","michael","miller","aldo",16
"for","michael","miller","metro",16
"for","moda","floralicious","by",16
"for","moda","garden","divas",16
"for","moda","mingle","by",16
"for","my","invite","from",16
"for","only","best","deal",16
"for","pb","textiles","kensington",16
"for","poker","tournaments","and",16
"for","quilting","treasures","simon",16
"for","robert","kaufman","and",16
"for","robert","kaufman","aviary",16
"for","robert","kaufman","tonal",16
"for","the","cab","on",16
"for","the","next","ipad",16
"for","those","of","you",16
"for","tonight","now","do",16
"fq","size","and","smaller",16
"free","spirit","a","day",16
"free","spirit","innocent","crush",16
"free","spirit","treasures","and",16
"free","spirit","woodland","friends",16
"fresh","flowers","by","deb",16
"friends","by","ellen","crimitrent",16
"from","delaware","should","be",16
"from","michelle","l","flickr",16
"from","so","i","can",16
"from","stash","and","small",16
"from","the","goodie","bag",16
"from","the","robert","kaufman",16
"games","at","bellagio","wish",16
"garden","divas","by","jane",16
"garden","please","contact","us",16
"genever","class","having","a",16
"get","it","now","save",16
"gift","at","wholesale","prices",16
"gives","me","the","sexy",16
"glad","you","could","come",16
"go","to","the","lake",16
"going","to","kick","my",16
"going","to","offer","some",16
"good","idea","to","follow",16
"goodie","bag","swap","round",16
"grad","bazaar","by","patty",16
"great","time","w","veronique",16
"great","until","you","find",16
"gypsy","bandana","by","pillow",16
"hacker","even","so","i",16
"haha","well","youre","doing",16
"half","moon","by","moda",16
"happy","how","when","you",16
"hardcoded","in","the","template",16
"have","a","little","think",16
"have","all","the","helping",16
"have","and","ur","ability",16
"have","any","mint","julep",16
"have","been","errors","hardcoded",16
"have","to","admit","that",16
"have","to","play","basketball",16
"heading","to","las","vegas",16
"hear","that","theyre","going",16
"help","rt","any","local",16
"help","sponsor","were","c",16
"helping","hands","today","thanks",16
"heyy","tweet","me","message",16
"hold","dammit","im","going",16
"horner","for","free","spirit",16
"horns","some","whistles","and",16
"house","bout","to","catch",16
"how","asparagus","makes","your",16
"how","when","you","search",16
"i","buy","them","wigs",16
"i","can","finally","see",16
"i","do","not","believe",16
"i","dont","finish","this",16
"i","dont","think","you",16
"i","dont","want","to",16
"i","fear","my","cats",16
"i","hear","that","theyre",16
"i","just","called","austin",16
"i","like","orange","too",16
"i","love","that","site",16
"i","love","this","weather",16
"i","love","you","both",16
"i","refuse","to","let",16
"i","shouldve","brought","some",16
"i","think","that","is",16
"i","were","you","i",16
"i","would","wait","for",16
"if","i","buy","them",16
"if","i","dont","finish",16
"if","i","were","you",16
"if","u","quit","somebody",16
"if","u","think","the",16
"if","you","do","not",16
"if","you","dont","know",16
"ill","let","you","know",16
"im","going","to","kick",16
"im","going","to","take",16
"im","waiting","for","my",16
"impact","u","have","and",16
"in","brights","kona","solids",16
